type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect
darn,,,2384,0,584,0,34.056,0.0
ale,,,2384,0,328,0,34.056,0.0
como,,,2383,0,606,0,34.042,0.0
nowo,,,2383,0,339,0,34.042,0.0
material,,,2383,0,620,0,34.042,0.0
tbf,,,2383,0,510,0,34.042,0.0
therapist,,,2382,0,552,0,34.028,0.0
ofcn,,,2381,0,611,0,34.013,0.0
karl,,,2381,0,223,0,34.013,0.0
thirsty,,,2380,0,611,0,33.999,0.0
aika,,,2379,0,60,0,33.985,0.0
jsut,,,2378,0,614,0,33.971,0.0
cracked,,,2377,0,643,0,33.956,0.0
comments,,,2377,0,633,0,33.956,0.0
identify,,,2375,0,603,0,33.928,0.0
imagining,,,2375,0,566,0,33.928,0.0
diet,,,2375,0,618,0,33.928,0.0
meds,,,2375,0,564,0,33.928,0.0
yey,,,2374,0,585,0,33.913,0.0
cocaine,,,2373,0,538,0,33.899,0.0
chloe,,,2373,0,313,0,33.899,0.0
zt,,,2373,0,231,0,33.899,0.0
chrome,,,2372,0,562,0,33.885,0.0
goth,,,2371,0,537,0,33.871,0.0
keys,,,2371,0,598,0,33.871,0.0
replied,,,2369,0,663,0,33.842,0.0
photoshop,,,2369,0,593,0,33.842,0.0
film,,,2368,0,620,0,33.828,0.0
ducks,,,2366,0,559,0,33.799,0.0
circle,,,2366,0,617,0,33.799,0.0
paul,,,2365,0,563,0,33.785,0.0
dia,,,2365,0,294,0,33.785,0.0
breh,,,2364,0,469,0,33.771,0.0
distance,,,2364,0,623,0,33.771,0.0
rats,,,2364,0,575,0,33.771,0.0
happeningn,,,2364,0,578,0,33.771,0.0
tsk,,,2362,0,476,0,33.742,0.0
heading,,,2362,0,626,0,33.742,0.0
managed,,,2362,0,615,0,33.742,0.0
imposter,,,2362,0,440,0,33.742,0.0
reject,,,2361,0,630,0,33.728,0.0
assignments,,,2361,0,547,0,33.728,0.0
dropping,,,2361,0,652,0,33.728,0.0
succ,,,2359,0,460,0,33.699,0.0
edition,,,2358,0,590,0,33.685,0.0
redn,,,2357,0,594,0,33.671,0.0
touching,,,2357,0,631,0,33.671,0.0
divorced,,,2357,0,573,0,33.671,0.0
microsoft,,,2355,0,547,0,33.642,0.0
allan,,,2355,0,90,0,33.642,0.0
izzy,,,2354,0,224,0,33.628,0.0
menn,,,2354,0,572,0,33.628,0.0
nhug,,,2354,0,205,0,33.628,0.0
vlad,,,2351,0,138,0,33.585,0.0
onlyn,,,2351,0,598,0,33.585,0.0
pika,,,2350,0,459,0,33.571,0.0
hungryn,,,2350,0,598,0,33.571,0.0
hec,,,2350,0,198,0,33.571,0.0
aussie,,,2350,0,504,0,33.571,0.0
confidence,,,2349,0,598,0,33.556,0.0
romantic,,,2348,0,603,0,33.542,0.0
neat,,,2347,0,569,0,33.528,0.0
flight,,,2346,0,603,0,33.513,0.0
shoe,,,2345,0,618,0,33.499,0.0
ts,,,2344,0,636,0,33.485,0.0
attacked,,,2344,0,640,0,33.485,0.0
cousins,,,2344,0,623,0,33.485,0.0
njust,,,2343,0,640,0,33.471,0.0
downloading,,,2342,0,616,0,33.456,0.0
welcoem,,,2341,0,416,0,33.442,0.0
audio,,,2341,0,624,0,33.442,0.0
gage,,,2339,0,61,0,33.413,0.0
updated,,,2339,0,616,0,33.413,0.0
muting,,,2339,0,584,0,33.413,0.0
xiao,,,2338,0,289,0,33.399,0.0
religious,,,2337,0,581,0,33.385,0.0
watchn,,,2337,0,600,0,33.385,0.0
january,,,2337,0,602,0,33.385,0.0
dangn,,,2336,0,589,0,33.371,0.0
woa,,,2335,0,551,0,33.356,0.0
alert,,,2335,0,639,0,33.356,0.0
nori,,,2334,0,101,0,33.342,0.0
dats,,,2334,0,534,0,33.342,0.0
absolute,,,2333,0,613,0,33.328,0.0
ding,,,2332,0,554,0,33.313,0.0
bedrock,,,2332,0,491,0,33.313,0.0
annoyingn,,,2332,0,599,0,33.313,0.0
wasting,,,2332,0,652,0,33.313,0.0
mwah,,,2332,0,509,0,33.313,0.0
toxicity,,,2332,0,579,0,33.313,0.0
freen,,,2331,0,611,0,33.299,0.0
ops,,,2331,0,630,0,33.299,0.0
communism,,,2330,0,525,0,33.285,0.0
idfk,,,2330,0,589,0,33.285,0.0
yas,,,2328,0,577,0,33.256,0.0
awwn,,,2327,0,559,0,33.242,0.0
dose,,,2327,0,612,0,33.242,0.0
aggressive,,,2326,0,618,0,33.228,0.0
whip,,,2326,0,618,0,33.228,0.0
jumbo,,,2324,0,173,0,33.199,0.0
ke,,,2324,0,633,0,33.199,0.0
za,,,2323,0,526,0,33.185,0.0
refuse,,,2323,0,620,0,33.185,0.0
tuff,,,2323,0,567,0,33.185,0.0
international,,,2322,0,569,0,33.171,0.0
belt,,,2322,0,613,0,33.171,0.0
edited,,,2322,0,634,0,33.171,0.0
siri,,,2321,0,383,0,33.156,0.0
owned,,,2321,0,594,0,33.156,0.0
scale,,,2320,0,631,0,33.142,0.0
pages,,,2320,0,624,0,33.142,0.0
comfort,,,2320,0,565,0,33.142,0.0
nword,,,2320,0,561,0,33.142,0.0
sends,,,2319,0,641,0,33.128,0.0
assign,,,2318,0,333,0,33.113,0.0
hecc,,,2318,0,456,0,33.113,0.0
dom,,,2317,0,488,0,33.099,0.0
jeff,,,2316,0,484,0,33.085,0.0
serve,,,2316,0,637,0,33.085,0.0
ir,,,2316,0,654,0,33.085,0.0
bump,,,2316,0,489,0,33.085,0.0
laten,,,2316,0,628,0,33.085,0.0
bliss,,,2314,0,191,0,33.056,0.0
intros,,,2314,0,308,0,33.056,0.0
wheren,,,2314,0,633,0,33.056,0.0
mercy,,,2313,0,608,0,33.042,0.0
rachel,,,2312,0,270,0,33.028,0.0
anne,,,2310,0,313,0,32.999,0.0
shaking,,,2308,0,650,0,32.971,0.0
burnt,,,2308,0,618,0,32.971,0.0
alchemist,,,2308,0,325,0,32.971,0.0
kaneki,,,2307,0,469,0,32.956,0.0
picking,,,2307,0,638,0,32.956,0.0
location,,,2304,0,638,0,32.913,0.0
rofl,,,2302,0,242,0,32.885,0.0
desperate,,,2302,0,637,0,32.885,0.0
lmfaoo,,,2302,0,498,0,32.885,0.0
hamster,,,2301,0,564,0,32.871,0.0
field,,,2301,0,610,0,32.871,0.0
howd,,,2300,0,624,0,32.856,0.0
yeye,,,2300,0,535,0,32.856,0.0
walls,,,2299,0,627,0,32.842,0.0
codes,,,2298,0,561,0,32.828,0.0
groups,,,2297,0,607,0,32.813,0.0
slime,,,2297,0,561,0,32.813,0.0
finn,,,2296,0,300,0,32.799,0.0
sticks,,,2296,0,599,0,32.799,0.0
held,,,2295,0,626,0,32.785,0.0
bold,,,2295,0,602,0,32.785,0.0
cure,,,2295,0,621,0,32.785,0.0
sara,,,2294,0,223,0,32.771,0.0
teaching,,,2294,0,620,0,32.771,0.0
chef,,,2293,0,569,0,32.756,0.0
afkn,,,2292,0,496,0,32.742,0.0
demons,,,2292,0,625,0,32.742,0.0
noot,,,2292,0,308,0,32.742,0.0
joy,,,2292,0,577,0,32.742,0.0
menu,,,2292,0,600,0,32.742,0.0
croc,,,2291,0,149,0,32.728,0.0
spoken,,,2290,0,631,0,32.714,0.0
nonit,,,2290,0,602,0,32.714,0.0
ahhhn,,,2289,0,621,0,32.699,0.0
trainee,,,2289,0,149,0,32.699,0.0
attempt,,,2288,0,625,0,32.685,0.0
bark,,,2287,0,531,0,32.671,0.0
thousand,,,2287,0,639,0,32.671,0.0
yeahhh,,,2283,0,630,0,32.614,0.0
bypassing,,,2282,0,372,0,32.599,0.0
maten,,,2281,0,562,0,32.585,0.0
uu,,,2280,0,587,0,32.571,0.0
wt,,,2280,0,549,0,32.571,0.0
shiv,,,2280,0,86,0,32.571,0.0
naenae,,,2280,0,124,0,32.571,0.0
studio,,,2279,0,580,0,32.556,0.0
smith,,,2279,0,470,0,32.556,0.0
costs,,,2279,0,598,0,32.556,0.0
counter,,,2278,0,606,0,32.542,0.0
yikesn,,,2278,0,524,0,32.542,0.0
couldve,,,2278,0,628,0,32.542,0.0
violence,,,2277,0,615,0,32.528,0.0
announcement,,,2277,0,568,0,32.528,0.0
hidden,,,2276,0,614,0,32.514,0.0
tails,,,2275,0,494,0,32.499,0.0
okey,,,2275,0,558,0,32.499,0.0
jp,,,2274,0,377,0,32.485,0.0
pwease,,,2274,0,533,0,32.485,0.0
pingable,,,2273,0,333,0,32.471,0.0
spit,,,2272,0,621,0,32.456,0.0
lmaoni,,,2271,0,619,0,32.442,0.0
tacos,,,2271,0,558,0,32.442,0.0
askn,,,2270,0,626,0,32.428,0.0
muscle,,,2270,0,580,0,32.428,0.0
lu,,,2269,0,397,0,32.414,0.0
billion,,,2269,0,615,0,32.414,0.0
views,,,2268,0,600,0,32.399,0.0
smthn,,,2268,0,585,0,32.399,0.0
aesthetic,,,2266,0,554,0,32.371,0.0
yeahni,,,2265,0,606,0,32.356,0.0
savage,,,2265,0,597,0,32.356,0.0
jada,,,2264,0,58,0,32.342,0.0
forgetting,,,2262,0,649,0,32.314,0.0
hunt,,,2261,0,611,0,32.299,0.0
uzi,,,2261,0,471,0,32.299,0.0
collection,,,2260,0,608,0,32.285,0.0
controller,,,2258,0,563,0,32.256,0.0
restaurant,,,2258,0,616,0,32.256,0.0
problemn,,,2258,0,617,0,32.256,0.0
invalid,,,2258,0,538,0,32.256,0.0
partnership,,,2257,0,485,0,32.242,0.0
therapy,,,2256,0,578,0,32.228,0.0
triple,,,2255,0,610,0,32.214,0.0
midget,,,2255,0,534,0,32.214,0.0
zak,,,2255,0,101,0,32.214,0.0
bars,,,2255,0,617,0,32.214,0.0
boob,,,2255,0,476,0,32.214,0.0
momma,,,2253,0,571,0,32.185,0.0
owl,,,2253,0,481,0,32.185,0.0
yuuki,,,2252,0,187,0,32.171,0.0
npn,,,2252,0,614,0,32.171,0.0
gi,,,2251,0,632,0,32.156,0.0
scratch,,,2251,0,591,0,32.156,0.0
grande,,,2248,0,466,0,32.114,0.0
jamie,,,2247,0,250,0,32.099,0.0
ranks,,,2247,0,596,0,32.099,0.0
twist,,,2246,0,627,0,32.085,0.0
interview,,,2245,0,495,0,32.071,0.0
itnand,,,2245,0,610,0,32.071,0.0
monthsn,,,2245,0,607,0,32.071,0.0
classroom,,,2245,0,572,0,32.071,0.0
philippines,,,2244,0,553,0,32.056,0.0
remembern,,,2244,0,604,0,32.056,0.0
damnnn,,,2242,0,567,0,32.028,0.0
nme,,,2242,0,652,0,32.028,0.0
pleasure,,,2242,0,605,0,32.028,0.0
camp,,,2242,0,556,0,32.028,0.0
nas,,,2242,0,528,0,32.028,0.0
minutesn,,,2240,0,603,0,31.999,0.0
tean,,,2239,0,558,0,31.985,0.0
nicknames,,,2239,0,616,0,31.985,0.0
blacklisted,,,2238,0,478,0,31.971,0.0
lucid,,,2238,0,438,0,31.971,0.0
alexander,,,2238,0,287,0,31.971,0.0
sammy,,,2237,0,274,0,31.956,0.0
boringn,,,2237,0,605,0,31.956,0.0
bleeding,,,2237,0,642,0,31.956,0.0
files,,,2236,0,604,0,31.942,0.0
swimming,,,2235,0,608,0,31.928,0.0
seat,,,2235,0,548,0,31.928,0.0
jumping,,,2231,0,632,0,31.871,0.0
wordsn,,,2231,0,606,0,31.871,0.0
poet,,,2231,0,211,0,31.871,0.0
mikasa,,,2229,0,352,0,31.842,0.0
oky,,,2229,0,243,0,31.842,0.0
omggg,,,2227,0,585,0,31.814,0.0
mera,,,2227,0,104,0,31.814,0.0
stilln,,,2226,0,610,0,31.799,0.0
install,,,2224,0,563,0,31.771,0.0
studies,,,2223,0,609,0,31.756,0.0
returned,,,2223,0,623,0,31.756,0.0
blackn,,,2221,0,552,0,31.728,0.0
belly,,,2221,0,581,0,31.728,0.0
forest,,,2220,0,597,0,31.714,0.0
catching,,,2220,0,625,0,31.714,0.0
bagel,,,2219,0,358,0,31.699,0.0
astolfo,,,2219,0,390,0,31.699,0.0
failing,,,2218,0,638,0,31.685,0.0
existn,,,2218,0,573,0,31.685,0.0
discuss,,,2218,0,604,0,31.685,0.0
chika,,,2216,0,406,0,31.656,0.0
percent,,,2215,0,627,0,31.642,0.0
timing,,,2213,0,655,0,31.614,0.0
homien,,,2213,0,475,0,31.614,0.0
blank,,,2212,0,574,0,31.599,0.0
aside,,,2212,0,609,0,31.599,0.0
imaginen,,,2212,0,593,0,31.599,0.0
involved,,,2211,0,626,0,31.585,0.0
wooo,,,2211,0,628,0,31.585,0.0
frfr,,,2210,0,500,0,31.571,0.0
ii,,,2210,0,636,0,31.571,0.0
sport,,,2209,0,603,0,31.556,0.0
drizzy,,,2209,0,88,0,31.556,0.0
desert,,,2207,0,598,0,31.528,0.0
blow,,,2207,0,646,0,31.528,0.0
luffy,,,2206,0,341,0,31.514,0.0
weekly,,,2206,0,522,0,31.514,0.0
spring,,,2205,0,553,0,31.499,0.0
cuss,,,2204,0,578,0,31.485,0.0
leak,,,2202,0,592,0,31.456,0.0
kiko,,,2202,0,106,0,31.456,0.0
brothern,,,2201,0,580,0,31.442,0.0
crown,,,2201,0,558,0,31.442,0.0
warzone,,,2201,0,446,0,31.442,0.0
stage,,,2201,0,626,0,31.442,0.0
sweden,,,2201,0,525,0,31.442,0.0
accountn,,,2200,0,578,0,31.428,0.0
nhey,,,2199,0,597,0,31.414,0.0
zombies,,,2199,0,566,0,31.414,0.0
passing,,,2198,0,651,0,31.399,0.0
whatchu,,,2197,0,561,0,31.385,0.0
threat,,,2196,0,621,0,31.371,0.0
charger,,,2196,0,619,0,31.371,0.0
wew,,,2193,0,463,0,31.328,0.0
males,,,2190,0,612,0,31.285,0.0
feature,,,2189,0,572,0,31.271,0.0
bisexual,,,2188,0,597,0,31.256,0.0
nonim,,,2187,0,623,0,31.242,0.0
sides,,,2187,0,634,0,31.242,0.0
pulling,,,2186,0,640,0,31.228,0.0
nwell,,,2186,0,600,0,31.228,0.0
duty,,,2185,0,606,0,31.214,0.0
iz,,,2185,0,558,0,31.214,0.0
yua,,,2184,0,64,0,31.199,0.0
snuggle,,,2184,0,356,0,31.199,0.0
stolen,,,2184,0,619,0,31.199,0.0
freaking,,,2184,0,588,0,31.199,0.0
sake,,,2184,0,636,0,31.199,0.0
blo,,,2184,0,92,0,31.199,0.0
brooke,,,2183,0,106,0,31.185,0.0
paragraph,,,2183,0,625,0,31.185,0.0
scaryn,,,2182,0,570,0,31.171,0.0
nevern,,,2181,0,603,0,31.156,0.0
complicated,,,2180,0,608,0,31.142,0.0
yeahh,,,2180,0,604,0,31.142,0.0
referring,,,2180,0,586,0,31.142,0.0
comrade,,,2179,0,426,0,31.128,0.0
digital,,,2179,0,570,0,31.128,0.0
cooked,,,2178,0,612,0,31.114,0.0
nuu,,,2177,0,503,0,31.099,0.0
psycho,,,2177,0,550,0,31.099,0.0
thatni,,,2177,0,613,0,31.099,0.0
dwn,,,2176,0,568,0,31.085,0.0
prepare,,,2176,0,607,0,31.085,0.0
streets,,,2175,0,613,0,31.071,0.0
disable,,,2175,0,560,0,31.071,0.0
jar,,,2175,0,498,0,31.071,0.0
anyonen,,,2174,0,610,0,31.056,0.0
quest,,,2174,0,543,0,31.056,0.0
ich,,,2173,0,517,0,31.042,0.0
walmart,,,2173,0,572,0,31.042,0.0
overall,,,2172,0,607,0,31.028,0.0
makin,,,2172,0,596,0,31.028,0.0
emergency,,,2170,0,556,0,30.999,0.0
license,,,2170,0,580,0,30.999,0.0
drown,,,2170,0,598,0,30.999,0.0
jules,,,2168,0,98,0,30.971,0.0
omelette,,,2166,0,225,0,30.942,0.0
device,,,2164,0,593,0,30.914,0.0
shape,,,2163,0,615,0,30.899,0.0
harm,,,2163,0,588,0,30.899,0.0
university,,,2162,0,558,0,30.885,0.0
nidk,,,2162,0,646,0,30.885,0.0
infinity,,,2161,0,551,0,30.871,0.0
regardless,,,2161,0,577,0,30.871,0.0
disease,,,2161,0,624,0,30.871,0.0
hby,,,2159,0,521,0,30.842,0.0
shell,,,2159,0,620,0,30.842,0.0
perks,,,2159,0,578,0,30.842,0.0
faces,,,2158,0,637,0,30.828,0.0
poll,,,2156,0,456,0,30.799,0.0
spoiled,,,2155,0,601,0,30.785,0.0
omy,,,2154,0,136,0,30.771,0.0
lien,,,2154,0,592,0,30.771,0.0
walks,,,2154,0,627,0,30.771,0.0
tryn,,,2153,0,641,0,30.756,0.0
decision,,,2153,0,631,0,30.756,0.0
pardon,,,2150,0,561,0,30.714,0.0
medical,,,2150,0,601,0,30.714,0.0
itnit,,,2150,0,618,0,30.714,0.0
assignment,,,2149,0,569,0,30.699,0.0
snacc,,,2147,0,314,0,30.671,0.0
ego,,,2146,0,584,0,30.656,0.0
nightmares,,,2146,0,596,0,30.656,0.0
mimu,,,2145,0,100,0,30.642,0.0
dni,,,2143,0,598,0,30.614,0.0
hearn,,,2142,0,583,0,30.599,0.0
drops,,,2141,0,630,0,30.585,0.0
sore,,,2140,0,591,0,30.571,0.0
biology,,,2140,0,606,0,30.571,0.0
oxygen,,,2140,0,590,0,30.571,0.0
entered,,,2139,0,612,0,30.556,0.0
hip,,,2138,0,569,0,30.542,0.0
cop,,,2138,0,593,0,30.542,0.0
milo,,,2137,0,305,0,30.528,0.0
goingn,,,2136,0,601,0,30.514,0.0
ea,,,2136,0,611,0,30.514,0.0
welocme,,,2135,0,390,0,30.499,0.0
ollie,,,2135,0,193,0,30.499,0.0
kade,,,2134,0,84,0,30.485,0.0
leveln,,,2134,0,609,0,30.485,0.0
hxh,,,2134,0,481,0,30.485,0.0
understanding,,,2133,0,612,0,30.471,0.0
notifications,,,2132,0,601,0,30.456,0.0
leln,,,2132,0,468,0,30.456,0.0
danni,,,2131,0,75,0,30.442,0.0
require,,,2130,0,606,0,30.428,0.0
yesyes,,,2128,0,484,0,30.399,0.0
insert,,,2127,0,597,0,30.385,0.0
goodluck,,,2127,0,539,0,30.385,0.0
mystery,,,2126,0,570,0,30.371,0.0
region,,,2126,0,583,0,30.371,0.0
affection,,,2125,0,554,0,30.356,0.0
asleepn,,,2124,0,589,0,30.342,0.0
virginity,,,2123,0,491,0,30.328,0.0
becky,,,2123,0,155,0,30.328,0.0
wheel,,,2122,0,578,0,30.314,0.0
raised,,,2122,0,609,0,30.314,0.0
hurtsn,,,2122,0,579,0,30.314,0.0
blast,,,2122,0,611,0,30.314,0.0
acts,,,2120,0,631,0,30.285,0.0
liven,,,2120,0,596,0,30.285,0.0
lookn,,,2120,0,641,0,30.285,0.0
whens,,,2120,0,619,0,30.285,0.0
trapn,,,2120,0,478,0,30.285,0.0
weebn,,,2120,0,489,0,30.285,0.0
votes,,,2119,0,481,0,30.271,0.0
blyat,,,2119,0,394,0,30.271,0.0
poker,,,2119,0,290,0,30.271,0.0
lydia,,,2118,0,82,0,30.256,0.0
swedish,,,2118,0,523,0,30.256,0.0
cheer,,,2118,0,597,0,30.256,0.0
tuesday,,,2117,0,603,0,30.242,0.0
itnbut,,,2117,0,601,0,30.242,0.0
closet,,,2117,0,611,0,30.242,0.0
insulting,,,2116,0,626,0,30.228,0.0
pressed,,,2113,0,585,0,30.185,0.0
starboard,,,2113,0,240,0,30.185,0.0
cola,,,2112,0,567,0,30.171,0.0
sen,,,2111,0,469,0,30.156,0.0
grim,,,2111,0,358,0,30.156,0.0
nay,,,2111,0,416,0,30.156,0.0
funky,,,2111,0,350,0,30.156,0.0
pretending,,,2110,0,634,0,30.142,0.0
kore,,,2110,0,242,0,30.142,0.0
potter,,,2110,0,564,0,30.142,0.0
range,,,2109,0,599,0,30.128,0.0
sucks,,,2109,0,624,0,30.128,0.0
huey,,,2109,0,57,0,30.128,0.0
increase,,,2109,0,601,0,30.128,0.0
tommorow,,,2108,0,591,0,30.114,0.0
kiri,,,2108,0,186,0,30.114,0.0
gifts,,,2108,0,581,0,30.114,0.0
conversations,,,2108,0,595,0,30.114,0.0
scammed,,,2108,0,601,0,30.114,0.0
gordon,,,2107,0,476,0,30.099,0.0
cy,,,2107,0,403,0,30.099,0.0
mp,,,2107,0,574,0,30.099,0.0
concert,,,2105,0,559,0,30.071,0.0
pizzan,,,2105,0,567,0,30.071,0.0
damnit,,,2104,0,575,0,30.056,0.0
express,,,2104,0,623,0,30.056,0.0
alabama,,,2104,0,597,0,30.056,0.0
jimin,,,2104,0,285,0,30.056,0.0
dust,,,2103,0,593,0,30.042,0.0
raja,,,2103,0,88,0,30.042,0.0
river,,,2102,0,570,0,30.028,0.0
fave,,,2102,0,599,0,30.028,0.0
lyn,,,2102,0,282,0,30.028,0.0
station,,,2102,0,599,0,30.028,0.0
roof,,,2102,0,608,0,30.028,0.0
addiction,,,2102,0,599,0,30.028,0.0
nop,,,2102,0,583,0,30.028,0.0
yesssn,,,2101,0,573,0,30.014,0.0
novel,,,2099,0,504,0,29.985,0.0
streamer,,,2098,0,568,0,29.971,0.0
dig,,,2098,0,613,0,29.971,0.0
gettin,,,2096,0,593,0,29.942,0.0
arrived,,,2096,0,604,0,29.942,0.0
secs,,,2095,0,573,0,29.928,0.0
caused,,,2094,0,600,0,29.914,0.0
radio,,,2094,0,541,0,29.914,0.0
drax,,,2094,0,71,0,29.914,0.0
momentn,,,2093,0,599,0,29.899,0.0
matches,,,2092,0,613,0,29.885,0.0
hurry,,,2092,0,629,0,29.885,0.0
understandn,,,2091,0,607,0,29.871,0.0
goodmorning,,,2091,0,567,0,29.871,0.0
sacrifice,,,2089,0,597,0,29.842,0.0
fricking,,,2089,0,550,0,29.842,0.0
bieber,,,2087,0,414,0,29.814,0.0
elle,,,2087,0,198,0,29.814,0.0
transfer,,,2086,0,582,0,29.799,0.0
dc,,,2086,0,628,0,29.799,0.0
talkingn,,,2085,0,606,0,29.785,0.0
mexico,,,2085,0,593,0,29.785,0.0
merch,,,2085,0,467,0,29.785,0.0
minimum,,,2084,0,613,0,29.771,0.0
hehn,,,2084,0,513,0,29.771,0.0
flakes,,,2084,0,283,0,29.771,0.0
bop,,,2084,0,600,0,29.771,0.0
kate,,,2083,0,274,0,29.756,0.0
erika,,,2083,0,110,0,29.756,0.0
ze,,,2082,0,549,0,29.742,0.0
ruden,,,2082,0,601,0,29.742,0.0
recording,,,2081,0,572,0,29.728,0.0
prevalent,,,2081,0,66,0,29.728,0.0
screenshots,,,2081,0,610,0,29.728,0.0
electric,,,2081,0,592,0,29.728,0.0
identity,,,2080,0,616,0,29.714,0.0
moo,,,2079,0,471,0,29.699,0.0
laws,,,2077,0,582,0,29.671,0.0
storyn,,,2076,0,583,0,29.656,0.0
include,,,2076,0,622,0,29.656,0.0
mt,,,2075,0,536,0,29.642,0.0
licc,,,2075,0,130,0,29.642,0.0
stock,,,2075,0,602,0,29.642,0.0
italy,,,2074,0,543,0,29.628,0.0
court,,,2072,0,570,0,29.599,0.0
nuggies,,,2071,0,419,0,29.585,0.0
hyd,,,2071,0,381,0,29.585,0.0
thn,,,2071,0,605,0,29.585,0.0
ownern,,,2070,0,546,0,29.571,0.0
somen,,,2070,0,603,0,29.571,0.0
discussion,,,2070,0,576,0,29.571,0.0
accurate,,,2069,0,610,0,29.556,0.0
tinder,,,2068,0,529,0,29.542,0.0
xyz,,,2066,0,303,0,29.514,0.0
posts,,,2066,0,590,0,29.514,0.0
yelled,,,2065,0,610,0,29.499,0.0
rr,,,2065,0,355,0,29.499,0.0
laggy,,,2065,0,601,0,29.499,0.0
thunder,,,2064,0,552,0,29.485,0.0
waffles,,,2062,0,528,0,29.456,0.0
eminem,,,2062,0,526,0,29.456,0.0
holder,,,2060,0,211,0,29.428,0.0
lola,,,2060,0,167,0,29.428,0.0
pair,,,2059,0,587,0,29.414,0.0
tax,,,2059,0,529,0,29.414,0.0
doki,,,2058,0,462,0,29.399,0.0
brian,,,2057,0,452,0,29.385,0.0
engine,,,2057,0,577,0,29.385,0.0
dyingn,,,2056,0,599,0,29.371,0.0
phase,,,2056,0,592,0,29.371,0.0
cell,,,2055,0,613,0,29.356,0.0
thighsn,,,2053,0,451,0,29.328,0.0
seek,,,2053,0,589,0,29.328,0.0
script,,,2053,0,567,0,29.328,0.0
relatable,,,2053,0,600,0,29.328,0.0
burned,,,2049,0,621,0,29.271,0.0
pffft,,,2049,0,542,0,29.271,0.0
lapis,,,2047,0,158,0,29.242,0.0
hmph,,,2047,0,490,0,29.242,0.0
dirt,,,2046,0,618,0,29.228,0.0
nao,,,2046,0,412,0,29.228,0.0
ap,,,2045,0,576,0,29.214,0.0
target,,,2045,0,609,0,29.214,0.0
rythm,,,2044,0,479,0,29.199,0.0
hypixel,,,2044,0,398,0,29.199,0.0
wednesday,,,2043,0,617,0,29.185,0.0
mob,,,2043,0,503,0,29.185,0.0
precious,,,2042,0,569,0,29.171,0.0
winner,,,2042,0,558,0,29.171,0.0
tits,,,2041,0,381,0,29.156,0.0
appropriate,,,2041,0,507,0,29.156,0.0
walter,,,2041,0,312,0,29.156,0.0
upgrade,,,2040,0,579,0,29.142,0.0
stairs,,,2038,0,620,0,29.114,0.0
snacks,,,2038,0,578,0,29.114,0.0
dabi,,,2038,0,243,0,29.114,0.0
irrelevant,,,2038,0,581,0,29.114,0.0
pieces,,,2038,0,602,0,29.114,0.0
covered,,,2037,0,611,0,29.099,0.0
loser,,,2035,0,537,0,29.071,0.0
senpain,,,2035,0,448,0,29.071,0.0
nam,,,2035,0,616,0,29.071,0.0
nev,,,2035,0,97,0,29.071,0.0
national,,,2034,0,607,0,29.056,0.0
jesusn,,,2033,0,587,0,29.042,0.0
softie,,,2033,0,246,0,29.042,0.0
duo,,,2032,0,562,0,29.028,0.0
roach,,,2032,0,391,0,29.028,0.0
milf,,,2032,0,427,0,29.028,0.0
stays,,,2031,0,629,0,29.014,0.0
indians,,,2030,0,481,0,28.999,0.0
kinds,,,2030,0,595,0,28.999,0.0
shrimp,,,2030,0,543,0,28.999,0.0
kudasai,,,2029,0,159,0,28.985,0.0
au,,,2028,0,492,0,28.971,0.0
hee,,,2027,0,525,0,28.956,0.0
kiddo,,,2026,0,561,0,28.942,0.0
frank,,,2026,0,536,0,28.942,0.0
bites,,,2025,0,585,0,28.928,0.0
tickle,,,2025,0,430,0,28.928,0.0
deck,,,2024,0,438,0,28.914,0.0
bullet,,,2024,0,598,0,28.914,0.0
pun,,,2024,0,536,0,28.914,0.0
existed,,,2023,0,630,0,28.899,0.0
heshe,,,2022,0,594,0,28.885,0.0
taiga,,,2022,0,294,0,28.885,0.0
jet,,,2021,0,493,0,28.871,0.0
cowboy,,,2020,0,543,0,28.856,0.0
patrick,,,2020,0,492,0,28.856,0.0
connected,,,2019,0,605,0,28.842,0.0
sweetie,,,2019,0,522,0,28.842,0.0
experienced,,,2018,0,617,0,28.828,0.0
coolest,,,2017,0,546,0,28.814,0.0
ariel,,,2017,0,153,0,28.814,0.0
spiderman,,,2016,0,500,0,28.799,0.0
der,,,2015,0,507,0,28.785,0.0
programming,,,2015,0,486,0,28.785,0.0
thy,,,2014,0,579,0,28.771,0.0
esex,,,2014,0,200,0,28.771,0.0
exercise,,,2014,0,571,0,28.771,0.0
lion,,,2013,0,556,0,28.756,0.0
coldn,,,2012,0,588,0,28.742,0.0
winn,,,2012,0,594,0,28.742,0.0
texts,,,2012,0,625,0,28.742,0.0
pad,,,2010,0,570,0,28.714,0.0
haku,,,2010,0,143,0,28.714,0.0
permsn,,,2010,0,490,0,28.714,0.0
core,,,2009,0,593,0,28.699,0.0
pumpkin,,,2009,0,448,0,28.699,0.0
harsh,,,2009,0,611,0,28.699,0.0
vpn,,,2009,0,566,0,28.699,0.0
bothering,,,2008,0,599,0,28.685,0.0
royal,,,2008,0,543,0,28.685,0.0
shitpost,,,2008,0,296,0,28.685,0.0
donalds,,,2008,0,582,0,28.685,0.0
alarm,,,2008,0,610,0,28.685,0.0
